imo,type,number,start,end,Deadweight,ShiptypeLevel5,typnum,vessel_class,time_berth,trip_number,wait_time,anchor_start,anchor_number,mean_wait_time3,mean_wait_time6,mean_wait_time12,mean_wait_time24,mean_wait_time48,mean_wait_time72,sum_dwt_lag6,sum_dwt_lag24,total_vessels_anchor_lag6,total_vessels_anchor_lag24,n_Aframax_lag6,n_VLCC_lag6,n_Aframax_lag24,hour_of_day,day_of_week,month_of_year,berth_3_vessel_class,berth_1_vessel_class,berth_2_vessel_class,berth_4_vessel_class,berth_5_vessel_class,berth_3_dwt,berth_1_dwt,berth_2_dwt,berth_4_dwt,berth_5_dwt,berth_3_time,berth_1_time,berth_2_time,berth_4_time,berth_5_time,pred_berth
9379208.0,berth,2,2021-07-05 17:04:06,2021-07-06 22:34:06,159021.0,Crude Oil Tanker,berth2,Suezmax,1 days 05:30:00,1.0,0 days 00:00:00,2021-07-05 17:04:06,,,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,17,Monday,July,No vessel,No vessel,Suezmax,No vessel,VLCC,0.0,0.0,159021.0,0.0,299999.0,0,0,0 days 00:00:00,0,0 days 09:54:31,berth3
9399478.0,berth,3,2021-07-06 12:09:38,2021-07-08 00:12:51,157048.0,Crude Oil Tanker,berth3,Suezmax,1 days 12:03:13,1.0,0 days 00:00:00,2021-07-06 12:09:38,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,12,Tuesday,July,Suezmax,No vessel,Suezmax,No vessel,No vessel,157048.0,0.0,159021.0,0.0,0.0,0 days 00:00:00,0,0 days 19:05:32,0,0,berth3
9845233.0,berth,2,2021-07-10 23:56:42,2021-07-13 05:11:45,299682.0,Crude Oil Tanker,berth2,VLCC,2 days 05:15:03,1.0,0 days 00:00:00,2021-07-10 23:56:42,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,23,Saturday,July,No vessel,No vessel,VLCC,No vessel,No vessel,0.0,0.0,299682.0,0.0,0.0,0,0,0 days 00:00:00,0,0,berth2
9411331.0,berth,3,2021-07-11 06:38:32,2021-07-12 04:26:34,158033.0,Crude Oil Tanker,berth3,Suezmax,0 days 21:48:02,1.0,0 days 00:00:00,2021-07-11 06:38:32,,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,6,Sunday,July,Suezmax,Aframax,VLCC,No vessel,No vessel,158033.0,106061.0,299682.0,0.0,0.0,0 days 00:00:00,0 days 06:28:58,0 days 06:41:50,0,0,berth2
9390628.0,berth,2,2021-07-15 00:50:10,2021-07-16 01:31:49,159021.0,Crude Oil Tanker,berth2,Suezmax,1 days 00:41:39,1.0,0 days 00:00:00,2021-07-15 00:50:10,,,,,,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,0,Thursday,July,No vessel,Aframax,Suezmax,Aframax,No vessel,0.0,112939.0,159021.0,115338.0,0.0,0,0 days 14:35:07,0 days 00:00:00,0 days 00:31:09,0,berth3
9843302.0,berth,2,2021-07-20 10:52:21,2021-07-22 02:16:23,319702.0,Crude Oil Tanker,berth2,VLCC,1 days 15:24:02,1.0,0 days 00:00:00,2021-07-20 10:52:21,,,,,,,,0.0,0.0,0,0,0,0,0,10,Tuesday,July,No vessel,Aframax,VLCC,No vessel,No vessel,0.0,112179.0,319702.0,0.0,0.0,0,0 days 13:23:29,0 days 00:00:00,0,0,berth2
9745225.0,berth,3,2021-07-20 21:41:29,2021-07-21 23:47:06,158914.0,Crude Oil Tanker,berth3,Suezmax,1 days 02:05:37,1.0,0 days 00:00:00,2021-07-20 21:41:29,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,21,Tuesday,July,Suezmax,No vessel,VLCC,No vessel,No vessel,158914.0,0.0,319702.0,0.0,0.0,0 days 00:00:00,0,0 days 10:49:08,0,0,berth3
9427639.0,berth,2,2021-07-24 01:15:55,2021-07-25 03:09:57,156827.0,Crude Oil Tanker,berth2,Suezmax,1 days 01:54:02,2.0,0 days 00:00:58,2021-05-18 03:41:30,anchorage3,,,,,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,1,Saturday,July,No vessel,Aframax,Suezmax,No vessel,No vessel,0.0,109994.0,156827.0,0.0,0.0,0,0 days 11:18:27,0 days 00:00:00,0,0,berth3
9845697.0,berth,2,2021-07-26 18:27:08,2021-07-28 23:51:45,318744.0,Crude Oil Tanker,berth2,VLCC,2 days 05:24:37,1.0,0 days 00:00:00,2021-07-26 18:27:08,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:19.333333333,0 days 00:25:59.750000,0.0,0.0,0,0,0,0,0,18,Monday,July,No vessel,No vessel,VLCC,No vessel,No vessel,0.0,0.0,318744.0,0.0,0.0,0,0,0 days 00:00:00,0,0,berth2
9762986.0,berth,2,2021-07-31 09:05:36,2021-08-02 04:08:00,299985.0,Crude Oil Tanker,berth2,VLCC,1 days 19:02:24,1.0,0 days 00:00:00,2021-07-31 09:05:36,,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,9,Saturday,July,Aframax,Aframax,VLCC,Aframax,No vessel,110769.0,115940.0,299985.0,109898.0,0.0,0 days 12:48:23,0 days 11:09:24,0 days 00:00:00,0 days 23:20:04,0,berth2
9772113.0,berth,2,2021-08-08 00:43:47,2021-08-09 02:11:50,158902.0,Crude Oil Tanker,berth2,Suezmax,1 days 01:28:03,1.0,0 days 00:00:00,2021-08-08 00:43:47,,,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,0,Sunday,August,No vessel,Aframax,Suezmax,No vessel,No vessel,0.0,114560.0,158902.0,0.0,0.0,0,1 days 00:08:31,0 days 00:00:00,0,0,berth2
9440382.0,berth,2,2021-08-12 21:56:40,2021-08-14 03:13:01,158007.0,Crude Oil Tanker,berth2,Suezmax,1 days 05:16:21,1.0,0 days 00:00:00,2021-08-12 21:56:40,,,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,21,Thursday,August,No vessel,No vessel,Suezmax,No vessel,No vessel,0.0,0.0,158007.0,0.0,0.0,0,0,0 days 00:00:00,0,0,berth2
9438418.0,berth,3,2021-08-13 04:36:46,2021-08-14 08:27:25,158475.0,Crude Oil Tanker,berth3,Suezmax,1 days 03:50:39,1.0,0 days 00:00:00,2021-08-13 04:36:46,,,,,,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,4,Friday,August,Suezmax,Aframax,Suezmax,No vessel,No vessel,158475.0,115949.0,158007.0,0.0,0.0,0 days 00:00:00,0 days 06:29:02,0 days 06:40:06,0,0,berth3
9728710.0,berth,2,2021-08-15 17:13:25,2021-08-17 17:38:02,298991.0,Crude Oil Tanker,berth2,VLCC,2 days 00:24:37,1.0,0 days 00:00:00,2021-08-15 17:13:25,,,,,,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,17,Sunday,August,Aframax,No vessel,VLCC,No vessel,No vessel,109475.0,0.0,298991.0,0.0,0.0,0 days 12:49:09,0,0 days 00:00:00,0,0,berth2
9418597.0,berth,2,2021-08-19 00:41:22,2021-08-20 01:53:29,156493.0,Crude Oil Tanker,berth2,Suezmax,1 days 01:12:07,1.0,0 days 00:00:00,2021-08-19 00:41:22,,,,,0 days 00:00:00,0 days 00:00:00,0 days 00:02:13.750000,0.0,0.0,0,0,0,0,0,0,Thursday,August,Handysize,Aframax,Suezmax,No vessel,No vessel,37961.0,113039.0,156493.0,0.0,0.0,2 days 08:55:41,0 days 03:05:48,0 days 00:00:00,0,0,berth3
9438418.0,berth,2,2021-08-24 22:25:14,2021-08-25 21:43:47,158475.0,Crude Oil Tanker,berth2,Suezmax,0 days 23:18:33,2.0,0 days 00:00:00,2021-08-24 22:25:14,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,22,Tuesday,August,No vessel,Aframax,Suezmax,No vessel,No vessel,0.0,113736.0,158475.0,0.0,0.0,0,0 days 00:30:02,0 days 00:00:00,0,0,berth3
9411226.0,berth,3,2021-08-26 17:34:27,2021-08-27 18:58:14,158143.0,Crude Oil Tanker,berth3,Suezmax,1 days 01:23:47,1.0,0 days 00:00:00,2021-08-26 17:34:27,,,0 days 00:00:00,0 days 00:00:00,0 days 00:03:23.666666666,0 days 00:02:32.750000,0 days 00:02:32.750000,0.0,0.0,0,0,0,0,0,17,Thursday,August,Suezmax,Aframax,No vessel,No vessel,No vessel,158143.0,115639.0,0.0,0.0,0.0,0 days 00:00:00,0 days 15:38:31,0,0,0,berth3
9734109.0,berth,2,2021-08-28 16:03:04,2021-08-30 10:07:59,299999.0,Crude Oil Tanker,berth2,VLCC,1 days 18:04:55,2.0,0 days 00:00:00,2021-08-28 16:03:04,,,,,0 days 00:00:00,0 days 00:00:00,0 days 00:02:02.200000,0.0,0.0,0,0,0,0,0,16,Saturday,August,No vessel,No vessel,VLCC,No vessel,No vessel,0.0,0.0,299999.0,0.0,0.0,0,0,0 days 00:00:00,0,0,berth2
9818228.0,berth,3,2021-09-05 23:45:16,2021-09-07 03:03:04,157526.0,Crude Oil Tanker,berth3,Suezmax,1 days 03:17:48,1.0,0 days 00:00:00,2021-09-05 23:45:16,,,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,23,Sunday,September,Suezmax,No vessel,Handysize,No vessel,No vessel,157526.0,0.0,49834.0,0.0,0.0,0 days 00:00:00,0,1 days 12:49:30,0,0,berth2
9567702.0,berth,2,2021-09-10 10:03:11,2021-09-11 11:31:52,157539.0,Crude Oil Tanker,berth2,Suezmax,1 days 01:28:41,1.0,0 days 00:00:00,2021-09-10 10:03:11,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,10,Friday,September,No vessel,No vessel,Suezmax,No vessel,No vessel,0.0,0.0,157539.0,0.0,0.0,0,0,0 days 00:00:00,0,0,berth2
9318539.0,berth,3,2021-09-11 09:31:46,2021-09-12 10:11:14,166188.0,Crude Oil Tanker,berth3,Suezmax,1 days 00:39:28,1.0,0 days 00:00:00,2021-09-11 09:31:46,,,,,,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,9,Saturday,September,Suezmax,Aframax,Suezmax,No vessel,No vessel,166188.0,107481.0,157539.0,0.0,0.0,0 days 00:00:00,0 days 11:50:46,0 days 23:28:35,0,0,berth3
9589750.0,berth,3,2021-09-12 11:31:20,2021-09-13 17:15:56,158671.0,Crude Oil Tanker,berth3,Suezmax,1 days 05:44:36,1.0,0 days 00:00:00,2021-09-12 11:31:20,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,11,Sunday,September,Suezmax,Aframax,No vessel,No vessel,No vessel,158671.0,106246.0,0.0,0.0,0.0,0 days 00:00:00,0 days 00:33:04,0,0,0,berth3
9404833.0,berth,2,2021-09-17 06:54:16,2021-09-18 06:44:13,159955.0,Crude Oil Tanker,berth2,Suezmax,0 days 23:49:57,1.0,0 days 00:00:00,2021-09-17 06:54:16,,,,,,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,6,Friday,September,No vessel,No vessel,Suezmax,No vessel,No vessel,0.0,0.0,159955.0,0.0,0.0,0,0,0 days 00:00:00,0,0,berth3
9408073.0,berth,2,2021-09-19 10:28:39,2021-09-20 13:03:05,156929.0,Crude Oil Tanker,berth2,Suezmax,1 days 02:34:26,1.0,0 days 00:00:00,2021-09-19 10:28:39,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,10,Sunday,September,No vessel,No vessel,Suezmax,No vessel,No vessel,0.0,0.0,156929.0,0.0,0.0,0,0,0 days 00:00:00,0,0,berth3
9679593.0,berth,2,2021-09-21 04:29:14,2021-09-23 15:18:36,318513.0,Crude Oil Tanker,berth2,VLCC,2 days 10:49:22,1.0,0 days 00:00:00,2021-09-21 04:29:14,,,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,4,Tuesday,September,Aframax,Aframax,VLCC,No vessel,No vessel,103622.0,115940.0,318513.0,0.0,0.0,0 days 03:46:42,1 days 06:51:00,0 days 00:00:00,0,0,berth2
9762998.0,berth,2,2021-09-26 01:02:26,2021-09-27 22:16:17,299998.0,Crude Oil Tanker,berth2,VLCC,1 days 21:13:51,2.0,0 days 00:00:00,2021-09-26 01:02:26,,,,,,,0 days 00:00:00,0.0,0.0,0,0,0,0,0,1,Sunday,September,Aframax,Aframax,VLCC,Aframax,No vessel,103194.0,107481.0,299998.0,109898.0,0.0,0 days 08:40:01,0 days 01:00:15,0 days 00:00:00,0 days 17:51:09,0,berth2
9783693.0,berth,2,2021-09-28 20:58:38,2021-09-30 23:40:37,298705.0,Crude Oil Tanker,berth2,VLCC,2 days 02:41:59,1.0,0 days 00:00:00,2021-09-28 20:58:38,,,,,0 days 00:00:00,0 days 00:01:02.666666666,0 days 00:00:37.600000,0.0,0.0,0,0,0,0,0,20,Tuesday,September,Aframax,No vessel,VLCC,No vessel,No vessel,111107.0,0.0,298705.0,0.0,0.0,1 days 01:06:08,0,0 days 00:00:00,0,0,berth2
9733947.0,berth,2,2021-10-03 00:52:19,2021-10-04 19:47:13,299629.0,Crude Oil Tanker,berth2,VLCC,1 days 18:54:54,1.0,0 days 00:00:00,2021-10-03 00:52:19,,,,0 days 00:05:49,0 days 00:05:49,0 days 00:05:49,0 days 00:01:56.333333333,0.0,0.0,0,0,0,0,0,0,Sunday,October,Aframax,No vessel,VLCC,No vessel,No vessel,109987.0,0.0,299629.0,0.0,0.0,0 days 09:52:43,0,0 days 00:00:00,0,0,berth2
9404833.0,berth,3,2021-10-13 00:56:07,2021-10-14 03:19:20,159955.0,Crude Oil Tanker,berth3,Suezmax,1 days 02:23:13,2.0,0 days 00:00:00,2021-10-13 00:56:07,,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,0,Wednesday,October,Suezmax,No vessel,No vessel,No vessel,No vessel,159955.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0,0,0,0,berth3
9528794.0,berth,2,2021-10-14 00:56:27,2021-10-15 21:15:06,318130.0,Crude Oil Tanker,berth2,VLCC,1 days 20:18:39,2.0,0 days 00:00:00,2021-10-14 00:56:27,,,,,,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,0,Thursday,October,Suezmax,No vessel,VLCC,Aframax,No vessel,159955.0,0.0,318130.0,114022.0,0.0,1 days 00:00:20,0,0 days 00:00:00,0 days 01:52:09,0,berth2
9782522.0,berth,2,2021-10-23 19:59:03,2021-10-25 16:58:16,312328.0,Crude Oil Tanker,berth2,VLCC,1 days 20:59:13,3.0,0 days 00:00:00,2021-10-23 19:59:03,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:29:37.600000,0.0,0.0,0,0,0,0,0,19,Saturday,October,No vessel,No vessel,VLCC,No vessel,No vessel,0.0,0.0,312328.0,0.0,0.0,0,0,0 days 00:00:00,0,0,berth2
9727223.0,berth,2,2021-10-29 13:05:48,2021-10-31 11:18:13,308285.0,Crude Oil Tanker,berth2,VLCC,1 days 22:12:25,1.0,0 days 00:00:00,2021-10-29 13:05:48,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:01:30.250000,0.0,0.0,0,0,0,0,0,13,Friday,October,No vessel,No vessel,VLCC,No vessel,No vessel,0.0,0.0,308285.0,0.0,0.0,0,0,0 days 00:00:00,0,0,berth2
9830965.0,berth,2,2021-10-31 16:30:37,2021-11-02 15:16:13,314014.0,Crude Oil Tanker,berth2,VLCC,1 days 22:45:36,1.0,0 days 00:00:00,2021-10-31 16:30:37,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,16,Sunday,October,No vessel,Aframax,VLCC,No vessel,No vessel,0.0,114720.0,314014.0,0.0,0.0,0,0 days 02:41:05,0 days 00:00:00,0,0,berth2
9578646.0,berth,3,2021-11-03 05:21:42,2021-11-04 05:31:04,158650.0,Crude Oil Tanker,berth3,Suezmax,1 days 00:09:22,1.0,0 days 00:00:00,2021-11-03 05:21:42,,,,,0 days 00:00:00,0 days 00:05:35,0 days 00:02:47.500000,0.0,0.0,0,0,0,0,0,5,Wednesday,November,Suezmax,Aframax,No vessel,No vessel,No vessel,158650.0,112949.0,0.0,0.0,0.0,0 days 00:00:00,0 days 19:57:32,0,0,0,berth3
9803285.0,berth,2,2021-11-06 23:33:55,2021-11-07 22:42:21,156424.0,Crude Oil Tanker,berth2,Suezmax,0 days 23:08:26,2.0,0 days 00:00:00,2021-11-06 23:33:55,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,23,Saturday,November,Aframax,No vessel,Suezmax,No vessel,No vessel,109987.0,0.0,156424.0,0.0,0.0,1 days 13:10:17,0,0 days 00:00:00,0,0,berth2
9427641.0,berth,2,2021-11-07 23:11:48,2021-11-09 06:54:27,149999.0,Crude Oil Tanker,berth2,Suezmax,1 days 07:42:39,1.0,0 days 00:00:00,2021-11-07 23:11:48,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,23,Sunday,November,No vessel,Aframax,Suezmax,No vessel,No vessel,0.0,105342.0,149999.0,0.0,0.0,0,0 days 13:44:01,0 days 00:00:00,0,0,berth2
9874258.0,berth,2,2021-11-09 10:24:08,2021-11-10 11:41:14,158060.0,Crude Oil Tanker,berth2,Suezmax,1 days 01:17:06,1.0,0 days 00:00:00,2021-11-09 10:24:08,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,10,Tuesday,November,No vessel,No vessel,Suezmax,Aframax,No vessel,0.0,0.0,158060.0,112949.0,0.0,0,0,0 days 00:00:00,0 days 01:11:37,0,berth2
9588146.0,berth,3,2021-11-16 15:18:56,2021-11-17 21:30:39,160095.0,Crude Oil Tanker,berth3,Suezmax,1 days 06:11:43,1.0,0 days 00:00:00,2021-11-16 15:18:56,,,,,,0 days 00:20:20,0 days 00:20:20,0.0,0.0,0,0,0,0,0,15,Tuesday,November,Suezmax,No vessel,No vessel,No vessel,No vessel,160095.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0,0,0,0,berth3
9858450.0,berth,2,2021-11-19 09:44:39,2021-11-21 16:47:03,299999.0,Crude Oil Tanker,berth2,VLCC,2 days 07:02:24,4.0,0 days 00:00:00,2021-11-19 09:44:39,,,,,,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,9,Friday,November,Aframax,No vessel,VLCC,No vessel,No vessel,113563.0,0.0,299999.0,0.0,0.0,0 days 11:40:12,0,0 days 00:00:00,0,0,berth2
9845697.0,berth,2,2021-11-23 13:43:15,2021-11-25 11:25:18,318744.0,Crude Oil Tanker,berth2,VLCC,1 days 21:42:03,2.0,0 days 00:00:00,2021-11-23 13:43:15,,,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,13,Tuesday,November,No vessel,Aframax,VLCC,Aframax,No vessel,0.0,113563.0,318744.0,109994.0,0.0,0,0 days 13:12:55,0 days 00:00:00,0 days 22:55:17,0,berth2
9823003.0,berth,2,2021-11-26 17:41:10,2021-11-28 20:52:50,317975.0,Crude Oil Tanker,berth2,VLCC,2 days 03:11:40,2.0,0 days 00:00:00,2021-11-26 17:41:10,,,,,,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,17,Friday,November,No vessel,Aframax,VLCC,No vessel,No vessel,0.0,114022.0,317975.0,0.0,0.0,0,0 days 12:08:16,0 days 00:00:00,0,0,berth2
9858474.0,berth,2,2021-12-02 02:33:03,2021-12-03 13:56:37,299999.0,Crude Oil Tanker,berth2,VLCC,1 days 11:23:34,1.0,0 days 00:00:00,2021-12-02 02:33:03,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,2,Thursday,December,No vessel,No vessel,VLCC,Aframax,No vessel,0.0,0.0,299999.0,113306.0,0.0,0,0,0 days 00:00:00,0 days 16:34:31,0,berth2
9818228.0,berth,3,2021-12-07 05:44:43,2021-12-08 09:55:54,157526.0,Crude Oil Tanker,berth3,Suezmax,1 days 04:11:11,2.0,0 days 00:00:00,2021-12-07 05:44:43,,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,5,Tuesday,December,Suezmax,No vessel,No vessel,No vessel,No vessel,157526.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0,0,0,0,berth2
9593438.0,berth,3,2021-12-09 23:04:24,2021-12-11 00:57:08,159056.0,Crude Oil Tanker,berth3,Suezmax,1 days 01:52:44,1.0,0 days 00:00:00,2021-12-09 23:04:24,,,,,,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,23,Thursday,December,Suezmax,No vessel,Handysize,No vessel,No vessel,159056.0,0.0,36207.0,0.0,0.0,0 days 00:00:00,0,1 days 16:05:40,0,0,berth2
9290335.0,berth,2,2021-12-12 02:30:11,2021-12-13 03:57:29,159081.0,Crude Oil Tanker,berth2,Suezmax,1 days 01:27:18,1.0,0 days 00:00:00,2021-12-12 02:30:11,,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,2,Sunday,December,No vessel,No vessel,Suezmax,No vessel,No vessel,0.0,0.0,159081.0,0.0,0.0,0,0,0 days 00:00:00,0,0,berth2
9412581.0,berth,3,2021-12-18 08:40:39,2021-12-19 16:58:01,164028.0,Crude Oil Tanker,berth3,Suezmax,1 days 08:17:22,2.0,0 days 00:00:00,2021-12-18 08:40:39,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,8,Saturday,December,Suezmax,No vessel,No vessel,Aframax,No vessel,164028.0,0.0,0.0,113611.0,0.0,0 days 00:00:00,0,0,2 days 21:50:22,0,berth2
9870812.0,berth,2,2021-12-18 12:38:40,2021-12-20 20:38:28,299997.0,Crude Oil Tanker,berth2,VLCC,2 days 07:59:48,1.0,0 days 00:00:00,2021-12-18 12:38:40,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,12,Saturday,December,Suezmax,Aframax,VLCC,No vessel,No vessel,164028.0,112939.0,299997.0,0.0,0.0,0 days 03:58:01,0 days 03:34:03,0 days 00:00:00,0,0,berth2
9731157.0,berth,2,2021-12-22 13:55:07,2021-12-24 07:57:45,299337.0,Crude Oil Tanker,berth2,VLCC,1 days 18:02:38,2.0,0 days 00:00:00,2021-12-22 13:55:07,,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,13,Wednesday,December,Handysize,No vessel,VLCC,No vessel,No vessel,39067.0,0.0,299337.0,0.0,0.0,0 days 06:19:09,0,0 days 00:00:00,0,0,berth2
9418602.0,berth,3,2021-12-29 15:27:46,2021-12-30 23:55:36,156480.0,Crude Oil Tanker,berth3,Suezmax,1 days 08:27:50,1.0,0 days 00:00:00,2021-12-29 15:27:46,,,,,,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,15,Wednesday,December,Suezmax,Aframax,No vessel,No vessel,No vessel,156480.0,113049.0,0.0,0.0,0.0,0 days 00:00:00,0 days 14:22:19,0,0,0,berth3
9734654.0,berth,2,2021-12-29 20:58:10,2022-01-01 03:51:49,300932.0,Crude Oil Tanker,berth2,VLCC,2 days 06:53:39,1.0,0 days 00:00:00,2021-12-29 20:58:10,,,,,,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,20,Wednesday,December,Suezmax,Aframax,VLCC,No vessel,No vessel,156480.0,113049.0,300932.0,0.0,0.0,0 days 05:30:24,0 days 19:52:43,0 days 00:00:00,0,0,berth2
9794006.0,berth,2,2022-01-02 06:20:26,2022-01-04 19:16:05,318747.0,Crude Oil Tanker,berth2,VLCC,2 days 12:55:39,1.0,0 days 00:00:00,2022-01-02 06:20:26,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,6,Sunday,January,No vessel,No vessel,VLCC,No vessel,No vessel,0.0,0.0,318747.0,0.0,0.0,0,0,0 days 00:00:00,0,0,berth2
9378369.0,berth,3,2022-01-06 05:25:41,2022-01-07 15:45:43,159021.0,Crude Oil Tanker,berth3,Suezmax,1 days 10:20:02,1.0,0 days 00:00:00,2022-01-06 05:25:41,,,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:02:00.200000,0 days 00:02:00.200000,0.0,0.0,0,0,0,0,0,5,Thursday,January,Suezmax,No vessel,No vessel,No vessel,No vessel,159021.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0,0,0,0,berth3
9890965.0,berth,2,2022-01-11 13:15:04,2022-01-14 05:34:02,313051.0,Crude Oil Tanker,berth2,VLCC,2 days 16:18:58,1.0,0 days 00:00:00,2022-01-11 13:15:04,,,,,,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0,0,0,0,0,13,Tuesday,January,No vessel,No vessel,VLCC,Aframax,No vessel,0.0,0.0,313051.0,109857.0,0.0,0,0,0 days 00:00:00,1 days 04:22:50,0,berth2
9762998.0,berth,2,2022-01-20 18:36:15,2022-01-23 18:00:35,299998.0,Crude Oil Tanker,berth2,VLCC,2 days 23:24:20,3.0,0 days 00:00:00,2022-01-20 18:36:15,,,,,,0 days 00:00:00,0 days 00:06:00,0.0,0.0,0,0,0,0,0,18,Thursday,January,No vessel,No vessel,VLCC,Aframax,No vessel,0.0,0.0,299998.0,113611.0,0.0,0,0,0 days 00:00:00,0 days 01:27:21,0,berth2
